frm,to,wt
20188,132495,0
20188,194357,0
20188,212081,0
20188,218362,0
20188,260970,0
20188,310863,0
20188,333186,0
20399,5735,0
20399,17220,0
20399,136226,0
20399,160723,0
20399,248151,0
20399,261498,0
20399,326937,0
20416,59232,0
20416,75455,0
20416,79327,0
20416,82338,0
20416,151130,0
20416,166952,0
20416,185195,0
20416,211138,0
20416,229393,0
20416,229704,0
20416,236474,0
20416,247732,0
20416,255954,0
20416,319297,0
21550,34184,0
21550,57709,0
21550,238546,0
21550,268053,0
21550,293862,0
21550,381124,0
21550,385158,0
21550,398420,0
21550,425293,0
21874,134370,0
21874,140513,0
21874,191269,0
21874,268053,0
21874,293862,0
21874,304261,0
21874,379014,0
22313,26166,0
22313,71431,0
22313,76626,0
22313,209789,0
22313,232132,0
22313,239295,0
22313,266390,0
22313,379932,0
22313,383383,0
22945,8787,0
22945,56684,0
22945,61965,0
22945,157326,0
22945,160187,0
22945,179173,0
22945,179956,0
22945,202900,0
22945,304367,0
22945,316378,0
22945,397483,0
24724,735,0
24724,53100,0
24724,261087,0
24724,278926,0
24724,297114,0
24724,417570,0
24724,434175,0
26166,22313,0
26166,71431,0
26166,193265,0
26166,209789,0
26166,232132,0
26166,239295,0
26166,266390,0
26166,308629,0
26166,370077,0
26166,379932,0
26166,383383,0
27473,16236,0
27473,141649,0
27473,152631,0
27473,192747,0
27473,206270,0
29561,239917,0
29561,271715,0
29561,323560,0
29561,324564,0
29561,431955,0
29561,435063,0
31004,54919,0
31004,89976,0
31004,314421,0
31004,319678,0
31004,326133,0
31004,337698,0
31004,343512,0
31004,398420,0
31004,407423,0
31716,3602,0
31716,8787,0
31716,33563,0
31716,56684,0
31716,157326,0
31716,316378,0
32613,103973,0
32613,170819,0
32613,251704,0
32613,254001,0
32613,256818,0
32613,421954,0
32816,3541,0
32816,16236,0
32816,141649,0
32816,211688,0
32816,232132,0
32816,239295,0
32816,379932,0
32816,402571,0
33125,17936,0
33125,49796,0
33125,63335,0
33125,136173,0
33125,136845,0
33125,160302,0
33125,164412,0
33125,323683,0
33125,414388,0
33563,31716,0
33563,56684,0
33563,61965,0
33563,127935,0
33563,131469,0
33563,157326,0
33563,202900,0
33563,304367,0
33683,19822,0
33683,63434,0
33683,97343,0
33683,105100,0
33683,136173,0
33683,219581,0
33683,256551,0
33683,323683,0
33683,327697,0
33683,374125,0
33683,414388,0
33683,437053,0
34184,21550,0
34184,41062,0
34184,57709,0
34184,134370,0
34184,140513,0
34184,148722,0
34184,151655,0
34184,238546,0
34184,240801,0
34184,248988,0
34184,407269,0
35001,234460,0
35001,395803,0
35001,407623,0
35417,43379,0
35417,151336,0
35417,171062,0
35417,204363,0
35417,225449,0
35417,252241,0
35417,260895,0
35417,294355,0
35417,352093,0
35592,178348,0
35592,182164,0
35592,207995,0
35592,209635,0
35592,213985,0
35592,237550,0
35592,363390,0
35592,414288,0
36712,1558,0
36712,66513,0
36712,86669,0
36712,199326,0
36712,204618,0
36712,236464,0
36712,241208,0
36712,267670,0
36712,290127,0
36712,306651,0
36712,341644,0
36712,417868,0
38850,122406,0
38850,152708,0
38850,212809,0
38850,272036,0
38850,273857,0
38850,323643,0
38850,435931,0
40346,61903,0
40346,85691,0
40346,122406,0
40346,179173,0
40346,273857,0
40346,323643,0
41062,34184,0
41062,57709,0
41062,134370,0
41062,151655,0
41062,166671,0
41062,238546,0
41062,240801,0
41062,248988,0
41062,347882,0
41062,407269,0
42594,92131,0
42594,200583,0
42594,246907,0
42594,289600,0
42594,392805,0
42594,402740,0
42594,413011,0
42594,427526,0
42594,428461,0
42985,10787,0
42985,83621,0
42985,89538,0
42985,128554,0
42985,234585,0
42985,326133,0
42985,424431,0
42985,437591,0
43379,35417,0
43379,127682,0
43379,129332,0
43379,139693,0
43379,151336,0
43379,192747,0
43379,294355,0
43379,352093,0
44910,62111,0
44910,138856,0
44910,149468,0
44910,172957,0
44910,190639,0
44910,229402,0
44910,256006,0
44910,280806,0
44910,358467,0
44910,364121,0
44910,375581,0
44910,376796,0
44910,397367,0
45395,84414,0
45395,131552,0
45395,148722,0
45395,151655,0
45395,169425,0
45395,174540,0
45395,256551,0
45395,288010,0
45395,347882,0
45395,358829,0
45432,16236,0
45432,141649,0
45432,152631,0
45432,211688,0
45432,263250,0
45432,351795,0
45432,379570,0
45865,108654,0
45865,171062,0
45865,243749,0
45865,252241,0
45865,257517,0
45865,269916,0
45865,322329,0
46977,87159,0
46977,197578,0
46977,202377,0
46977,212811,0
46977,223309,0
46977,230639,0
46977,237395,0
46977,288249,0
46977,299681,0
46977,350259,0
46977,402610,0
46977,412679,0
48255,126392,0
48255,176825,0
48255,181329,0
48255,195897,0
48255,219757,0
48255,247732,0
48255,264868,0
48255,319297,0
48255,381741,0
48255,388851,0
48255,403244,0
48255,409233,0
48571,48812,0
48571,97371,0
48571,103973,0
48571,127935,0
48571,166780,0
48571,170819,0
48571,254001,0
48571,299662,0
48571,312763,0
48812,48571,0
48812,103973,0
48812,127935,0
48812,170819,0
48812,233595,0
48812,299662,0
48812,312763,0
49547,2209,0
49547,52049,0
49547,59232,0
49547,128574,0
49547,151130,0
49547,179383,0
49547,329985,0
49547,348496,0
49547,349721,0
49796,3840,0
49796,17936,0
49796,33125,0
49796,66078,0
49796,116316,0
49796,136845,0
49796,237620,0
49796,407255,0
50342,81357,0
50342,93774,0
50342,179394,0
50342,194685,0
50342,234784,0
50342,305103,0
50342,337011,0
50342,365950,0
52049,49547,0
52049,108596,0
52049,128574,0
52049,129531,0
52049,179383,0
52049,179540,0
52049,305103,0
52049,365950,0
52795,1558,0
52795,75281,0
52795,93323,0
52795,199326,0
52795,205827,0
52795,229402,0
52795,267670,0
52795,302725,0
52795,364121,0
53100,735,0
53100,24724,0
53100,261087,0
53100,278926,0
53100,434175,0
53760,1558,0
53760,57064,0
53760,236464,0
53760,260422,0
53760,267670,0
53760,290127,0
53760,302725,0
53760,337011,0
53760,341644,0
53760,383567,0
53760,417868,0
53760,420200,0
54919,10787,0
54919,31004,0
54919,84414,0
54919,148722,0
54919,151655,0
54919,288010,0
54919,314421,0
54919,319678,0
54919,326133,0
54919,337698,0
54919,343512,0
54919,407423,0
56080,81357,0
56080,129531,0
56080,169933,0
56080,179540,0
56080,194685,0
56080,234784,0
56080,305103,0
56080,365950,0
56080,367653,0
56684,3602,0
56684,8787,0
56684,22945,0
56684,31716,0
56684,33563,0
56684,61965,0
56684,131469,0
56684,157326,0
56684,202900,0
56684,316378,0
56684,397483,0
56860,141434,0
56860,426537,0
57064,10755,0
57064,53760,0
57064,70494,0
57064,75281,0
57064,138819,0
57064,260422,0
57064,302725,0
57064,361092,0
57064,420200,0
57709,21550,0
57709,34184,0
57709,41062,0
57709,134370,0
57709,140513,0
57709,148722,0
57709,238546,0
57709,248988,0
57709,385158,0
57709,407269,0
59232,20416,0
59232,49547,0
59232,68285,0
59232,75455,0
59232,108596,0
59232,128574,0
59232,151130,0
59232,229704,0
59232,236474,0
59232,247732,0
59232,255954,0
59232,329985,0
59232,349721,0
59499,74008,0
59499,84447,0
59499,89090,0
59499,155619,0
59499,239178,0
59499,385938,0
59499,389190,0
60033,19822,0
60033,97343,0
60033,107311,0
60033,131552,0
60033,169425,0
60033,174540,0
60033,256551,0
60033,338734,0
60033,358829,0
60033,437053,0
61903,40346,0
61903,85691,0
61903,122406,0
61903,202900,0
61903,273857,0
61903,304367,0
61903,314796,0
61965,22945,0
61965,33563,0
61965,56684,0
61965,157326,0
61965,179173,0
61965,202900,0
61965,304367,0
61965,316378,0
61965,397483,0
62082,2759,0
62082,9199,0
62082,181377,0
62082,191269,0
62082,196876,0
62082,221472,0
62082,280806,0
62082,282133,0
62082,304261,0
62082,358467,0
62111,4693,0
62111,10755,0
62111,44910,0
62111,109488,0
62111,132063,0
62111,138856,0
62111,149468,0
62111,190639,0
62111,208934,0
62111,241104,0
62111,282434,0
62111,376796,0
62111,394796,0
62111,420967,0
62130,109611,0
62130,204860,0
62130,207751,0
62130,256006,0
62130,301123,0
62130,337815,0
62130,368297,0
62130,375581,0
62130,376796,0
62130,379834,0
62130,413011,0
62130,423237,0
62160,79490,0
62160,200583,0
62160,202348,0
62160,223984,0
62160,302430,0
62160,365485,0
62889,72071,0
62889,75068,0
62889,87836,0
62889,100402,0
62889,145453,0
62889,192605,0
62889,320493,0
62889,344859,0
63335,33125,0
63335,97479,0
63335,136845,0
63335,160302,0
63335,164412,0
63335,305908,0
63335,414388,0
63434,33683,0
63434,97343,0
63434,105100,0
63434,136173,0
63434,219581,0
63434,323683,0
63434,327697,0
63434,374125,0
63434,408596,0
63434,414388,0
63434,437053,0
63460,12442,0
63460,19758,0
63460,98287,0
63460,155251,0
63460,160907,0
63460,218483,0
63460,233344,0
63460,235592,0
63460,313830,0
63460,373015,0
63460,377372,0
63460,382182,0
66078,3840,0
66078,17936,0
66078,49796,0
66078,116316,0
66078,136845,0
66078,156440,0
66078,237620,0
66078,389190,0
66513,1558,0
66513,36712,0
66513,86669,0
66513,93933,0
66513,136475,0
66513,199326,0
66513,204618,0
66513,236464,0
66513,252404,0
66513,306651,0
66513,398420,0
66513,425293,0
68285,59232,0
68285,108596,0
68285,176825,0
68285,195897,0
68285,229704,0
68285,264868,0
68285,351726,0
68285,378939,0
68285,409233,0
70494,4693,0
70494,10755,0
70494,57064,0
70494,75281,0
70494,109488,0
70494,138819,0
70494,149468,0
70494,302725,0
70494,361092,0
71431,22313,0
71431,26166,0
71431,209789,0
71431,266390,0
71431,370077,0
71431,383383,0
72071,62889,0
72071,75068,0
72071,87836,0
72071,100402,0
72071,145453,0
72071,260995,0
72071,337815,0
72071,344859,0
72071,412942,0
72213,102059,0
72213,185825,0
72213,251633,0
72213,361220,0
72213,421035,0
74008,735,0
74008,59499,0
74008,84447,0
74008,89090,0
74008,113344,0
74008,155619,0
74008,239178,0
74008,270511,0
74008,324678,0
74008,385938,0
75068,19622,0
75068,62889,0
75068,72071,0
75068,87836,0
75068,145453,0
75068,260995,0
75068,301123,0
75068,337815,0
75068,412942,0
75281,4693,0
75281,10755,0
75281,52795,0
75281,57064,0
75281,70494,0
75281,149468,0
75281,190639,0
75281,302725,0
75281,361092,0
75281,364121,0
75455,20416,0
75455,59232,0
75455,185195,0
75455,195897,0
75455,211138,0
75455,229704,0
75455,236474,0
75455,247732,0
75455,255954,0
75455,264868,0
75455,279324,0
75455,319297,0
75455,329985,0
76626,3541,0
76626,5735,0
76626,22313,0
76626,222473,0
76626,232132,0
76626,239295,0
76626,369714,0
76626,379932,0
76626,393721,0
76626,402571,0
79327,20416,0
79327,111084,0
79327,159614,0
79327,172870,0
79327,185195,0
79327,197578,0
79327,211138,0
79327,237395,0
79327,247732,0
79327,279324,0
79327,319297,0
79327,350259,0
79327,402610,0
79490,62160,0
79490,202348,0
79490,223984,0
79490,365485,0
79961,187423,0
79961,256368,0
79961,417570,0
81357,50342,0
81357,56080,0
81357,129531,0
81357,179394,0
81357,179540,0
81357,194685,0
81357,234784,0
81357,305103,0
81357,365950,0
81357,367653,0
82338,4791,0
82338,10620,0
82338,20416,0
82338,113062,0
82338,166952,0
82338,185195,0
82338,211138,0
82338,229393,0
82338,231345,0
82338,237395,0
82338,262971,0
82338,271274,0
82338,287113,0
82338,350259,0
83009,156440,0
83009,345895,0
83621,42985,0
83621,95209,0
83621,128554,0
83621,188661,0
83621,261087,0
83621,367017,0
83621,425051,0
83621,434175,0
83621,437591,0
84414,45395,0
84414,54919,0
84414,148722,0
84414,151655,0
84414,288010,0
84414,326133,0
84414,337698,0
84414,347882,0
84414,407423,0
84447,59499,0
84447,74008,0
84447,113344,0
84447,116316,0
84447,155619,0
84447,237620,0
84447,324678,0
84447,385938,0
84447,389190,0
84447,407255,0
85691,40346,0
85691,61903,0
85691,122406,0
85691,149113,0
85691,202900,0
85691,314796,0
85846,2479,0
85846,15415,0
85846,20188,0
85846,132495,0
85846,194357,0
85846,214289,0
85846,218362,0
85846,264093,0
85846,394101,0
86669,1558,0
86669,36712,0
86669,66513,0
86669,93323,0
86669,93933,0
86669,136475,0
86669,199326,0
86669,204618,0
86669,252404,0
86669,267670,0
86669,381124,0
86669,425293,0
87159,1267,0
87159,46977,0
87159,202377,0
87159,212811,0
87159,288249,0
87159,299681,0
87159,315175,0
87159,381371,0
87159,396028,0
87159,412679,0
87836,62889,0
87836,72071,0
87836,75068,0
87836,100402,0
87836,145453,0
87836,192605,0
87836,260995,0
87836,344859,0
87836,412942,0
89090,59499,0
89090,74008,0
89090,155619,0
89090,239178,0
89090,270511,0
89538,42985,0
89538,105100,0
89538,327697,0
89538,374125,0
89538,374812,0
89538,424431,0
89538,437591,0
89976,31004,0
89976,297259,0
89976,306651,0
89976,314421,0
89976,319678,0
89976,343512,0
89976,398420,0
89976,407423,0
89976,425293,0
92131,42594,0
92131,109611,0
92131,132063,0
92131,142250,0
92131,200583,0
92131,241104,0
92131,282434,0
92131,289600,0
92131,379834,0
92131,402740,0
92131,413011,0
92131,420967,0
92131,428461,0
92504,239917,0
92504,271715,0
92504,324564,0
92504,431955,0
92504,435063,0
93254,128328,0
93254,189436,0
93254,318617,0
93254,355604,0
93254,376727,0
93323,52795,0
93323,86669,0
93323,196876,0
93323,199326,0
93323,205827,0
93323,229402,0
93323,252404,0
93323,280806,0
93323,364121,0
93774,50342,0
93774,138819,0
93774,179394,0
93774,194685,0
93774,226374,0
93774,234784,0
93774,240844,0
93774,420200,0
93933,66513,0
93933,86669,0
93933,136475,0
93933,199326,0
93933,252404,0
93933,293862,0
93933,381124,0
93933,385158,0
93933,398420,0
93933,425293,0
95209,83621,0
95209,151775,0
95209,188661,0
95209,234585,0
95209,246000,0
95209,367017,0
95209,425051,0
95209,434175,0
97343,19822,0
97343,33683,0
97343,60033,0
97343,63434,0
97343,105100,0
97343,136173,0
97343,256551,0
97343,324900,0
97343,327697,0
97343,374125,0
97343,437053,0
97371,3602,0
97371,48571,0
97371,103973,0
97371,166780,0
97371,170819,0
97371,254001,0
97371,256818,0
97371,421954,0
97479,63335,0
97479,101400,0
97479,160302,0
97479,164412,0
97479,210228,0
97479,324900,0
97479,338734,0
97479,343961,0
97479,353226,0
98287,12442,0
98287,63460,0
98287,100291,0
98287,229900,0
98287,382182,0
98287,424868,0
100291,98287,0
100291,155251,0
100291,201306,0
100291,382182,0
100291,402168,0
100402,62889,0
100402,72071,0
100402,87836,0
100402,145453,0
100402,192605,0
100402,320493,0
100402,344859,0
101400,19822,0
101400,97479,0
101400,210228,0
101400,311474,0
101400,324900,0
101400,338734,0
101400,353226,0
102059,72213,0
102059,127935,0
102059,149113,0
102059,185825,0
102059,361220,0
102059,421035,0
102609,4791,0
102609,10620,0
102609,112234,0
102609,130091,0
102609,229393,0
102609,271274,0
102609,297259,0
102609,306247,0
102609,371724,0
102609,377293,0
102609,380548,0
103973,32613,0
103973,48571,0
103973,48812,0
103973,97371,0
103973,166780,0
103973,170819,0
103973,233595,0
103973,299662,0
103973,312763,0
103973,421954,0
103990,2269,0
103990,104362,0
103990,114518,0
103990,146679,0
103990,152331,0
103990,188397,0
103990,226374,0
103990,339369,0
103990,344722,0
103990,378887,0
104362,2269,0
104362,103990,0
104362,109488,0
104362,146679,0
104362,169022,0
104362,339369,0
104362,344722,0
104362,346944,0
104362,378887,0
105100,33683,0
105100,63434,0
105100,89538,0
105100,97343,0
105100,136173,0
105100,219581,0
105100,256551,0
105100,327697,0
105100,374125,0
105100,408596,0
105100,437053,0
107311,19822,0
107311,60033,0
107311,131552,0
107311,174540,0
107311,207995,0
107311,311474,0
107311,338734,0
107311,358829,0
107311,414288,0
107478,145453,0
107478,181377,0
107478,282133,0
107478,344859,0
107478,412942,0
108596,52049,0
108596,59232,0
108596,68285,0
108596,179540,0
108596,264868,0
108596,329985,0
108596,351726,0
108596,378939,0
108596,409233,0
108654,45865,0
108654,171062,0
108654,204363,0
108654,225449,0
108654,243749,0
108654,252241,0
108654,260895,0
108654,281499,0
108654,366946,0
109488,4693,0
109488,10755,0
109488,62111,0
109488,70494,0
109488,104362,0
109488,132063,0
109488,149468,0
109488,190639,0
109488,208934,0
109488,361092,0
109488,394796,0
109488,420967,0
109611,62130,0
109611,92131,0
109611,138856,0
109611,204860,0
109611,207751,0
109611,241104,0
109611,256006,0
109611,282434,0
109611,368297,0
109611,376796,0
109611,379834,0
109611,413011,0
109611,423237,0
111084,79327,0
111084,159614,0
111084,172870,0
111084,185195,0
111084,197578,0
111084,247732,0
111084,279324,0
111084,286261,0
111084,319297,0
111084,373935,0
111084,381741,0
111084,388851,0
111084,402610,0
112234,4791,0
112234,102609,0
112234,130091,0
112234,271274,0
112234,297259,0
112234,306247,0
112234,306651,0
112234,371724,0
112234,377293,0
112234,380548,0
113062,10620,0
113062,82338,0
113062,166952,0
113062,223309,0
113062,230639,0
113062,231345,0
113062,237395,0
113062,262971,0
113062,271274,0
113062,287113,0
113062,350259,0
113344,735,0
113344,74008,0
113344,84447,0
113344,116316,0
113344,155619,0
113344,168120,0
113344,278926,0
113344,324678,0
113344,385938,0
113344,389190,0
113344,407255,0
114518,103990,0
114518,169022,0
114518,223984,0
114518,302430,0
114518,339369,0
114518,344722,0
114518,346944,0
114518,347593,0
116316,49796,0
116316,66078,0
116316,84447,0
116316,113344,0
116316,155619,0
116316,168120,0
116316,323683,0
116316,324678,0
116316,385938,0
116316,389190,0
116316,407255,0
117947,143573,0
117947,160187,0
117947,179956,0
117947,215183,0
117947,297878,0
117947,308323,0
117947,359588,0
117947,393446,0
117947,397483,0
122406,38850,0
122406,40346,0
122406,61903,0
122406,85691,0
122406,273857,0
122406,323643,0
126392,48255,0
126392,176825,0
126392,181329,0
126392,195897,0
126392,219757,0
126392,282061,0
126392,358494,0
126392,381741,0
126392,388851,0
126392,403244,0
126392,409233,0
127682,17220,0
127682,43379,0
127682,129332,0
127682,139693,0
127682,151336,0
127682,192747,0
127682,243486,0
127682,294355,0
127682,373015,0
127682,418136,0
127935,33563,0
127935,48571,0
127935,48812,0
127935,102059,0
127935,131469,0
127935,166780,0
127935,299662,0
127935,312763,0
128328,93254,0
128328,189436,0
128328,218952,0
128328,318617,0
128328,355604,0
128328,376727,0
128554,10787,0
128554,42985,0
128554,83621,0
128554,367017,0
128554,374812,0
128554,424431,0
128554,425051,0
128554,434175,0
128554,437591,0
128574,2209,0
128574,49547,0
128574,52049,0
128574,59232,0
128574,151130,0
128574,179383,0
128574,229704,0
128574,236474,0
128574,329985,0
128574,348496,0
128574,349721,0
129332,43379,0
129332,127682,0
129332,139693,0
129332,192747,0
129332,243486,0
129332,294355,0
129332,352093,0
129332,418136,0
129531,52049,0
129531,56080,0
129531,81357,0
129531,169933,0
129531,179540,0
129531,305103,0
129531,351726,0
129531,365950,0
129531,367653,0
130091,4791,0
130091,10620,0
130091,102609,0
130091,112234,0
130091,166952,0
130091,229393,0
130091,262971,0
130091,271274,0
130091,371724,0
130091,377293,0
130091,380548,0
131469,33563,0
131469,56684,0
131469,127935,0
131469,149113,0
131469,157326,0
131469,185825,0
131469,202900,0
131469,304367,0
131469,314796,0
131552,19822,0
131552,45395,0
131552,60033,0
131552,107311,0
131552,166671,0
131552,169425,0
131552,174540,0
131552,347882,0
131552,358829,0
131552,414288,0
132063,62111,0
132063,92131,0
132063,109488,0
132063,142250,0
132063,208934,0
132063,241104,0
132063,282434,0
132063,394796,0
132063,402740,0
132063,420967,0
132063,428461,0
132495,15415,0
132495,20188,0
132495,85846,0
132495,194357,0
132495,214289,0
132495,218362,0
132495,329312,0
132495,333186,0
132495,394101,0
134370,21874,0
134370,34184,0
134370,41062,0
134370,57709,0
134370,140513,0
134370,238546,0
134370,248988,0
134370,268053,0
134370,297878,0
134370,379014,0
134370,407269,0
136173,33125,0
136173,33683,0
136173,63434,0
136173,97343,0
136173,105100,0
136173,219581,0
136173,323683,0
136173,374125,0
136173,407255,0
136173,408596,0
136173,414388,0
136226,20399,0
136226,155251,0
136226,248151,0
136226,261498,0
136226,402168,0
136475,66513,0
136475,86669,0
136475,93933,0
136475,199326,0
136475,204618,0
136475,252404,0
136475,306651,0
136475,381124,0
136475,385158,0
136475,398420,0
136475,425293,0
136845,17936,0
136845,33125,0
136845,49796,0
136845,63335,0
136845,66078,0
136845,160302,0
136845,323683,0
136845,414388,0
138819,2269,0
138819,57064,0
138819,70494,0
138819,93774,0
138819,188397,0
138819,226374,0
138819,378887,0
138856,44910,0
138856,62111,0
138856,109611,0
138856,172957,0
138856,190639,0
138856,207751,0
138856,229402,0
138856,256006,0
138856,358467,0
138856,375581,0
138856,376796,0
138856,397367,0
138856,420967,0
138856,423237,0
139693,43379,0
139693,127682,0
139693,129332,0
139693,151336,0
139693,192747,0
139693,243486,0
139693,260895,0
139693,294355,0
139693,352093,0
139693,373015,0
139693,377372,0
140513,21874,0
140513,34184,0
140513,57709,0
140513,134370,0
140513,238546,0
140513,268053,0
140513,379014,0
140513,407269,0
141434,56860,0
141434,200540,0
141434,327120,0
141434,426537,0
141649,3541,0
141649,16236,0
141649,27473,0
141649,32816,0
141649,45432,0
141649,152631,0
141649,206270,0
141649,402571,0
142250,92131,0
142250,132063,0
142250,200583,0
142250,208934,0
142250,241104,0
142250,282434,0
142250,289600,0
142250,394796,0
142250,402740,0
142250,420967,0
142250,428461,0
143026,191012,0
143026,257645,0
143026,300795,0
143026,425401,0
143573,117947,0
143573,179956,0
143573,215183,0
143573,272036,0
143573,282944,0
143573,297878,0
143573,308323,0
143573,359588,0
143573,393446,0
143573,407269,0
145453,19622,0
145453,62889,0
145453,72071,0
145453,75068,0
145453,87836,0
145453,100402,0
145453,107478,0
145453,344859,0
145453,412942,0
146679,2269,0
146679,103990,0
146679,104362,0
146679,152331,0
146679,188397,0
146679,226374,0
146679,344722,0
146679,378887,0
148722,34184,0
148722,45395,0
148722,54919,0
148722,57709,0
148722,84414,0
148722,151655,0
148722,288010,0
148722,337698,0
148722,343512,0
148722,347882,0
148722,358829,0
148722,407423,0
149113,85691,0
149113,102059,0
149113,131469,0
149113,185825,0
149113,314796,0
149113,421035,0
149468,4693,0
149468,10755,0
149468,44910,0
149468,62111,0
149468,70494,0
149468,75281,0
149468,109488,0
149468,172957,0
149468,190639,0
149468,208934,0
149468,229402,0
149468,361092,0
149468,420967,0
151130,2209,0
151130,4791,0
151130,20416,0
151130,49547,0
151130,59232,0
151130,128574,0
151130,229704,0
151130,236474,0
151130,255954,0
151130,329985,0
151130,348496,0
151130,349721,0
151130,371724,0
151130,377293,0
151336,35417,0
151336,43379,0
151336,127682,0
151336,139693,0
151336,171062,0
151336,204363,0
151336,218483,0
151336,225449,0
151336,235592,0
151336,260895,0
151336,294355,0
151336,352093,0
151655,34184,0
151655,41062,0
151655,45395,0
151655,54919,0
151655,84414,0
151655,148722,0
151655,169425,0
151655,174540,0
151655,288010,0
151655,337698,0
151655,347882,0
151655,358829,0
151655,407423,0
151775,95209,0
151775,188661,0
151775,246000,0
151775,256368,0
151775,261087,0
151775,273276,0
151775,297114,0
151775,345323,0
151775,434175,0
152331,2269,0
152331,103990,0
152331,146679,0
152331,188397,0
152331,226374,0
152331,240844,0
152631,16236,0
152631,27473,0
152631,45432,0
152631,141649,0
152631,206270,0
152631,263250,0
152631,351795,0
152708,38850,0
152708,181377,0
152708,212809,0
152708,281168,0
152708,282944,0
152708,304261,0
152708,323643,0
152708,435931,0
155251,12442,0
155251,17220,0
155251,63460,0
155251,100291,0
155251,136226,0
155251,201306,0
155251,218483,0
155251,248151,0
155251,373015,0
155251,377372,0
155619,59499,0
155619,74008,0
155619,84447,0
155619,89090,0
155619,113344,0
